fips2010,rent50_0,rent50_1,rent50_2,rent50_3,rent50_4,cntyname,pop2010,hu2010,state_alpha
0900967610,968,1127,1389,1741,2059,New Haven County,16540,6968,CT
0900969640,705,899,1106,1387,1520,New Haven County,19904,9091,CT
0900978740,1032,1149,1389,1778,2116,New Haven County,45135,18945,CT
0900980070,705,899,1106,1387,1520,New Haven County,110366,47991,CT
0900982870,1032,1149,1389,1778,2116,New Haven County,55564,22446,CT
0900987560,705,899,1106,1387,1520,New Haven County,16680,6276,CT
0900987700,1032,1149,1389,1778,2116,New Haven County,8990,3478,CT
0901106820,898,992,1271,1683,1962,New London County,2627,1059,CT
0901115910,938,1007,1339,1857,2003,New London County,16068,6182,CT
0901123400,898,992,1271,1683,1962,New London County,19159,8458,CT
0901129910,898,992,1271,1683,1962,New London County,1922,771,CT
0901133900,898,992,1271,1683,1962,New London County,11951,5118,CT
0901134250,898,992,1271,1683,1962,New London County,40115,17978,CT
0901142390,938,1007,1339,1857,2003,New London County,7308,3125,CT
0901142600,898,992,1271,1683,1962,New London County,15051,5987,CT
0901143230,898,992,1271,1683,1962,New London County,4338,1730,CT
0901144210,898,992,1271,1683,1962,New London County,2406,1223,CT
0901148900,898,992,1271,1683,1962,New London County,19571,7407,CT
0901152350,898,992,1271,1683,1962,New London County,27620,11840,CT
0901155500,898,992,1271,1683,1962,New London County,5297,2306,CT
0901156270,898,992,1271,1683,1962,New London County,40493,18659,CT
0901157040,898,992,1271,1683,1962,New London County,7603,5021,CT
0901162150,898,992,1271,1683,1962,New London County,4726,2019,CT
0901166210,898,992,1271,1683,1962,New London County,4151,1635,CT
0901171670,898,992,1271,1683,1962,New London County,2984,1248,CT
0901173770,898,992,1271,1683,1962,New London County,18545,9467,CT
0901178600,898,992,1271,1683,1962,New London County,2603,1127,CT
0901180280,898,992,1271,1683,1962,New London County,19517,8634,CT
0901301080,807,997,1242,1557,1737,Tolland County,3303,1317,CT
0901306260,807,997,1242,1557,1737,Tolland County,4980,2015,CT
0901316400,807,997,1242,1557,1737,Tolland County,5485,2308,CT
0901317800,807,997,1242,1557,1737,Tolland County,12435,5099,CT
0901325360,807,997,1242,1557,1737,Tolland County,15602,6665,CT
0901337910,807,997,1242,1557,1737,Tolland County,9686,3567,CT
0901344910,807,997,1242,1557,1737,Tolland County,26543,6017,CT
0901369220,807,997,1242,1557,1737,Tolland County,11444,3479,CT
0901372090,807,997,1242,1557,1737,Tolland County,12087,5124,CT
0901376290,807,997,1242,1557,1737,Tolland County,15052,5451,CT
0901377830,807,997,1242,1557,1737,Tolland County,854,388,CT
0901378250,807,997,1242,1557,1737,Tolland County,29179,13896,CT
0901385950,807,997,1242,1557,1737,Tolland County,6041,2637,CT
0901501430,914,958,1113,1395,1516,Windham County,4317,1903,CT
0901509190,914,958,1113,1395,1516,Windham County,8210,3235,CT
0901512130,914,958,1113,1395,1516,Windham County,5132,2043,CT
0901513810,914,958,1113,1395,1516,Windham County,2305,988,CT
0901521860,914,958,1113,1395,1516,Windham County,1749,793,CT
0901536000,914,958,1113,1395,1516,Windham County,1863,793,CT
0901540500,914,958,1113,1395,1516,Windham County,17370,7592,CT
0901559980,914,958,1113,1395,1516,Windham County,15405,6229,CT
0901561030,914,958,1113,1395,1516,Windham County,4247,1684,CT
0901562710,914,958,1113,1395,1516,Windham County,9584,4299,CT
0901567400,914,958,1113,1395,1516,Windham County,1726,680,CT
0901573420,914,958,1113,1395,1516,Windham County,3830,1511,CT
0901575870,914,958,1113,1395,1516,Windham County,9458,4171,CT
0901586790,914,958,1113,1395,1516,Windham County,25268,9570,CT
0901588190,914,958,1113,1395,1516,Windham County,7964,3582,CT
1000199999,831,854,987,1436,1738,Kent County,162310,65338,DE
1000399999,883,1047,1266,1587,1787,New Castle County,538479,217511,DE
1000599999,668,775,1010,1469,1651,Sussex County,197145,123036,DE
1100199999,1504,1561,1793,2353,2902,District of Columbia,601723,296719,DC
1200199999,689,770,950,1247,1409,Alachua County,247336,112766,FL
1200399999,487,651,763,957,1284,Baker County,27115,9687,FL
1200599999,775,908,1055,1507,1714,Bay County,168852,99650,FL
1200799999,563,597,686,986,1074,Bradford County,28520,11011,FL
1200999999,687,850,1077,1487,1827,Brevard County,543376,269864,FL
1201199999,946,1156,1476,2144,2600,Broward County,1748066,810388,FL
1201399999,574,609,699,993,997,Calhoun County,14625,5999,FL
1201599999,682,712,939,1326,1654,Charlotte County,159978,100632,FL
1201799999,623,627,834,1155,1462,Citrus County,141236,78026,FL
1201999999,647,829,1014,1336,1702,Clay County,190865,75478,FL
1202199999,829,1062,1300,1737,2107,Collier County,321520,197298,FL
1202399999,616,703,826,1081,1154,Columbia County,67531,28636,FL
1202799999,566,570,758,1061,1065,DeSoto County,34862,14590,FL
1202999999,601,637,732,918,1034,Dixie County,16422,9319,FL
1203199999,647,829,1014,1336,1702,Duval County,864263,388486,FL
1203399999,750,755,904,1267,1592,Escambia County,297619,136703,FL
1203599999,851,856,1014,1362,1533,Flagler County,95696,48595,FL
1203799999,661,702,806,1038,1420,Franklin County,11549,8652,FL
1203999999,772,818,1016,1357,1498,Gadsden County,46389,19506,FL
1204199999,689,770,950,1247,1409,Gilchrist County,16939,7307,FL
1204399999,630,634,843,1057,1148,Glades County,12884,6979,FL
1204599999,723,730,971,1225,1497,Gulf County,15863,9110,FL
1204799999,512,516,686,933,934,Hamilton County,14799,5778,FL
1204999999,591,627,720,1047,1214,Hardee County,27731,9722,FL
1205199999,657,661,861,1116,1173,Hendry County,39140,14564,FL
1205399999,817,899,1116,1466,1768,Hernando County,172778,84504,FL
1205599999,535,630,838,1124,1174,Highlands County,98786,55386,FL
1205799999,817,899,1116,1466,1768,Hillsborough County,1229226,536092,FL
1205999999,581,597,686,860,1208,Holmes County,19927,8641,FL
1206199999,622,785,941,1336,1519,Indian River County,138028,76346,FL
1206399999,438,597,686,936,975,Jackson County,49746,21003,FL
1206599999,772,818,1016,1357,1498,Jefferson County,14761,6632,FL
1206799999,563,597,686,998,1208,Lafayette County,8870,3328,FL
1206999999,898,972,1159,1542,1845,Lake County,297052,144996,FL
1207199999,748,824,1019,1322,1509,Lee County,618754,371099,FL
1207399999,772,818,1016,1357,1498,Leon County,275487,124136,FL
1207599999,556,559,715,979,1092,Levy County,40801,20123,FL
1207799999,563,597,686,917,978,Liberty County,8365,3357,FL
1207999999,484,650,746,964,1064,Madison County,19224,8481,FL
1208199999,821,902,1155,1578,1900,Manatee County,322833,172690,FL
1208399999,640,716,866,1160,1266,Marion County,331298,164050,FL
1208599999,845,887,1109,1551,1909,Martin County,146318,78131,FL
1208699999,933,1141,1447,1924,2328,Miami-Dade County,2496435,989435,FL
1208799999,1037,1222,1625,2103,2762,Monroe County,73090,52764,FL
1208999999,647,829,1014,1336,1702,Nassau County,73314,35009,FL
1209199999,918,928,1085,1548,1911,Okaloosa County,180822,92407,FL
1209399999,623,627,822,1089,1120,Okeechobee County,39996,18509,FL
1209599999,898,972,1159,1542,1845,Orange County,1145956,487839,FL
1209799999,898,972,1159,1542,1845,Osceola County,268685,128170,FL
1209999999,912,1136,1422,1943,2273,Palm Beach County,1320134,664594,FL
1210199999,817,899,1116,1466,1768,Pasco County,464697,228928,FL
1210399999,817,899,1116,1466,1768,Pinellas County,916542,503634,FL
1210599999,689,694,914,1208,1514,Polk County,602095,281214,FL
1210799999,633,651,748,971,1069,Putnam County,74364,37337,FL
1210999999,647,829,1014,1336,1702,St. Johns County,190039,89830,FL
1211199999,845,887,1109,1551,1909,St. Lucie County,277789,137029,FL
1211399999,750,755,904,1267,1592,Santa Rosa County,151372,64760,FL
1211599999,821,902,1155,1578,1900,Sarasota County,379448,228413,FL
1211799999,898,972,1159,1542,1845,Seminole County,422718,181307,FL
1211999999,598,645,824,1179,1183,Sumter County,93420,53026,FL
1212199999,563,597,686,998,1144,Suwannee County,41551,19164,FL
1212399999,563,574,686,975,978,Taylor County,22570,11004,FL
1212599999,575,610,701,928,1235,Union County,15535,4508,FL
1212799999,646,815,1013,1365,1557,Volusia County,494593,254226,FL
1212999999,719,827,950,1191,1409,Wakulla County,30776,12804,FL
1213199999,821,845,970,1411,1708,Walton County,55043,45132,FL
1213399999,512,516,686,975,978,Washington County,24896,10796,FL
1300199999,517,520,659,891,1135,Appling County,18236,8512,GA
1300399999,492,495,659,940,1047,Atkinson County,8375,3522,GA
1300599999,517,520,659,826,1088,Bacon County,11096,4801,GA
1300799999,601,630,766,1016,1085,Baker County,3451,1652,GA
1300999999,623,627,743,956,1082,Baldwin County,45720,20159,GA
1301199999,589,593,714,963,1098,Banks County,18395,7595,GA
1301399999,930,957,1099,1432,1760,Barrow County,69367,26400,GA
1301599999,930,957,1099,1432,1760,Bartow County,100157,39823,GA
1301799999,530,534,710,976,1128,Ben Hill County,17634,7942,GA
1301999999,492,495,659,859,1161,Berrien County,19286,8709,GA
1302199999,584,749,860,1150,1382,Bibb County,155547,69662,GA
1302399999,540,543,688,952,1093,Bleckley County,13063,5304,GA
1302599999,615,619,798,1114,1158,Brantley County,18411,8086,GA
1302799999,594,598,760,1065,1339,Brooks County,16243,7706,GA
1302999999,914,992,1139,1557,1818,Bryan County,30233,11842,GA
1303199999,605,609,770,1120,1356,Bulloch County,70217,28794,GA
1303399999,662,682,827,1130,1457,Burke County,23316,9865,GA
1303599999,676,680,905,1140,1493,Butts County,23655,9357,GA
1303799999,492,495,659,901,1047,Calhoun County,6694,2409,GA
1303999999,748,763,917,1251,1614,Camden County,50513,21114,GA
1304399999,492,495,659,959,1161,Candler County,10998,4761,GA
1304599999,930,957,1099,1432,1760,Carroll County,110527,44607,GA
1304799999,580,701,862,1127,1392,Catoosa County,63942,26606,GA
1304999999,556,560,709,990,1126,Charlton County,12171,4475,GA
1305199999,914,992,1139,1557,1818,Chatham County,265128,119323,GA
1305399999,672,742,891,1236,1569,Chattahoochee County,11267,3376,GA
1305599999,492,495,659,901,1161,Chattooga County,26015,10977,GA
1305799999,930,957,1099,1432,1760,Cherokee County,214346,82360,GA
1305999999,654,711,836,1125,1444,Clarke County,116714,51068,GA
1306199999,527,530,705,931,1120,Clay County,3183,2102,GA
1306399999,930,957,1099,1432,1760,Clayton County,259424,104705,GA
1306599999,492,495,659,936,1047,Clinch County,6798,3007,GA
1306799999,930,957,1099,1432,1760,Cobb County,688078,286490,GA
1306999999,492,495,659,835,1047,Coffee County,42356,17061,GA
1307199999,545,548,693,889,1080,Colquitt County,45498,18311,GA
1307399999,662,682,827,1130,1457,Columbia County,124053,48626,GA
1307599999,531,534,677,930,1030,Cook County,17212,7287,GA
1307799999,930,957,1099,1432,1760,Coweta County,127317,50171,GA
1307999999,584,749,860,1150,1382,Crawford County,12630,5292,GA
1308199999,562,573,664,932,1081,Crisp County,23439,10734,GA
1308399999,580,701,862,1127,1392,Dade County,16633,7305,GA
1308599999,930,957,1099,1432,1760,Dawson County,22330,10425,GA
1308799999,556,560,740,997,1008,Decatur County,27842,12125,GA
1308999999,930,957,1099,1432,1760,DeKalb County,691893,304968,GA
1309199999,514,517,688,863,947,Dodge County,21796,9857,GA
1309399999,575,605,695,871,1104,Dooly County,14918,6328,GA
1309599999,601,630,766,1016,1085,Dougherty County,94565,40801,GA
1309799999,930,957,1099,1432,1760,Douglas County,132403,51672,GA
1309999999,498,574,659,959,1047,Early County,11008,4975,GA
1310199999,594,598,760,1065,1339,Echols County,4034,1558,GA
1310399999,914,992,1139,1557,1818,Effingham County,52250,19884,GA
1310599999,506,510,678,864,1012,Elbert County,20166,9583,GA
1310799999,492,495,659,833,929,Emanuel County,22598,9968,GA
1310999999,536,539,663,860,1016,Evans County,11000,4664,GA
1311199999,642,660,758,950,1083,Fannin County,23682,16207,GA
1311399999,930,957,1099,1432,1760,Fayette County,106567,40793,GA
1311599999,549,592,729,972,1198,Floyd County,96317,40551,GA
1311799999,930,957,1099,1432,1760,Forsyth County,175511,64052,GA
1311999999,445,552,698,918,1087,Franklin County,22084,10553,GA
1312199999,930,957,1099,1432,1760,Fulton County,920581,437105,GA
1312399999,611,614,779,977,1345,Gilmer County,28292,16564,GA
1312599999,508,511,659,909,991,Glascock County,3082,1519,GA
1312799999,615,619,798,1114,1158,Glynn County,79626,40716,GA
1312999999,460,546,685,996,1206,Gordon County,55186,22278,GA
1313199999,603,621,713,957,1113,Grady County,25011,10760,GA
1313399999,595,598,718,985,1082,Greene County,15994,8688,GA
1313599999,930,957,1099,1432,1760,Gwinnett County,805321,291547,GA
1313799999,579,583,727,1025,1029,Habersham County,43041,18146,GA
1313999999,716,761,889,1163,1249,Hall County,179684,68825,GA
1314199999,492,495,659,897,900,Hancock County,9429,5360,GA
1314399999,660,664,853,1069,1275,Haralson County,28780,12287,GA
1314599999,672,742,891,1236,1569,Harris County,32024,13397,GA
1314799999,513,517,687,861,936,Hart County,25213,13007,GA
1314999999,930,957,1099,1432,1760,Heard County,11834,5148,GA
1315199999,930,957,1099,1432,1760,Henry County,203922,76533,GA
1315399999,625,750,881,1125,1398,Houston County,139900,58325,GA
1315599999,517,520,659,862,1047,Irwin County,9538,4033,GA
1315799999,622,626,821,1032,1351,Jackson County,60485,23752,GA
1315999999,930,957,1099,1432,1760,Jasper County,13900,6153,GA
1316199999,517,520,659,826,938,Jeff Davis County,15068,6488,GA
1316399999,492,495,659,848,1064,Jefferson County,16930,7298,GA
1316599999,517,520,659,847,1047,Jenkins County,8340,4221,GA
1316799999,535,538,659,894,898,Johnson County,9980,4120,GA
1316999999,584,749,860,1150,1382,Jones County,28669,11688,GA
1317199999,574,578,743,1008,1012,Lamar County,18317,7474,GA
1317399999,594,598,760,1065,1339,Lanier County,10078,4249,GA
1317599999,525,528,659,875,1101,Laurens County,48434,21368,GA
1317799999,601,630,766,1016,1085,Lee County,28298,10276,GA
1317999999,681,792,910,1277,1603,Liberty County,63453,26731,GA
1318199999,529,574,659,959,1161,Lincoln County,7996,4786,GA
1318399999,520,604,694,1009,1165,Long County,14464,6039,GA
1318599999,594,598,760,1065,1339,Lowndes County,109233,43921,GA
1318799999,637,641,853,1240,1502,Lumpkin County,29966,12925,GA
1318999999,662,682,827,1130,1457,McDuffie County,21875,9319,GA
1319199999,615,619,798,1114,1158,McIntosh County,14333,9220,GA
1319399999,492,495,659,826,898,Macon County,14740,6136,GA
1319599999,654,711,836,1125,1444,Madison County,28120,11784,GA
1319799999,672,742,891,1236,1569,Marion County,8742,4156,GA
1319999999,587,591,786,1143,1242,Meriwether County,21992,9957,GA
1320199999,572,589,676,848,1074,Miller County,6125,2791,GA
1320599999,524,527,701,879,955,Mitchell County,23498,8996,GA
1320799999,587,717,823,1115,1396,Monroe County,26424,10710,GA
1320999999,558,574,659,908,1047,Montgomery County,9123,3921,GA
1321199999,763,785,901,1311,1410,Morgan County,17868,7472,GA
1321399999,533,536,689,928,1110,Murray County,39628,15979,GA
1321599999,672,742,891,1236,1569,Muscogee County,189885,82690,GA
1321799999,930,957,1099,1432,1760,Newton County,99958,38342,GA
1321999999,654,711,836,1125,1444,Oconee County,32808,12383,GA
1322199999,654,711,836,1125,1444,Oglethorpe County,14899,6484,GA
1322399999,930,957,1099,1432,1760,Paulding County,142324,52130,GA
1322599999,535,608,728,952,992,Peach County,27695,11050,GA
1322799999,930,957,1099,1432,1760,Pickens County,29431,13692,GA
1322999999,558,574,659,959,1047,Pierce County,18758,7986,GA
1323199999,930,957,1099,1432,1760,Pike County,17869,6820,GA
1323399999,576,580,771,1041,1214,Polk County,41475,16908,GA
1323599999,485,574,659,936,1039,Pulaski County,12010,5151,GA
1323799999,674,693,796,998,1122,Putnam County,21218,12804,GA
1323999999,517,520,659,959,1047,Quitman County,2513,2047,GA
1324199999,581,585,778,1037,1109,Rabun County,16276,12313,GA
1324399999,550,553,736,923,1169,Randolph County,7719,4153,GA
1324599999,662,682,827,1130,1457,Richmond County,200549,86331,GA
1324799999,930,957,1099,1432,1760,Rockdale County,85215,33272,GA
1324999999,492,495,659,959,1047,Schley County,5010,2208,GA
1325199999,492,495,659,853,898,Screven County,14593,6739,GA
1325399999,527,531,706,942,1215,Seminole County,8729,4797,GA
1325599999,930,957,1099,1432,1760,Spalding County,64073,26777,GA
1325799999,496,499,664,966,1169,Stephens County,26175,12662,GA
1325999999,492,495,659,912,1047,Stewart County,6058,2383,GA
1326199999,601,604,746,935,1080,Sumter County,32819,13909,GA
1326399999,693,698,884,1168,1404,Talbot County,6865,3399,GA
1326599999,639,643,814,1021,1189,Taliaferro County,1717,1015,GA
1326799999,558,574,659,959,1161,Tattnall County,25520,9966,GA
1326999999,558,574,659,907,1060,Taylor County,8906,4563,GA
1327199999,492,495,659,826,1047,Telfair County,16500,7297,GA
1327399999,601,630,766,1016,1085,Terrell County,9315,4080,GA
1327599999,608,632,786,1051,1097,Thomas County,44720,20177,GA
1327799999,556,560,728,913,1017,Tift County,40118,16434,GA
1327999999,489,574,659,910,1161,Toombs County,27223,12144,GA
1328199999,636,640,780,1075,1374,Towns County,10471,7731,GA
1328399999,499,502,659,916,1047,Treutlen County,6885,2992,GA
1328599999,633,637,803,1168,1183,Troup County,67044,28046,GA
1328799999,517,520,659,826,1161,Turner County,8930,3841,GA
1328999999,584,749,860,1150,1382,Twiggs County,9023,4235,GA
1329199999,541,544,724,908,1221,Union County,21356,14052,GA
1329399999,468,638,733,1022,1153,Upson County,27153,12161,GA
1329599999,580,701,862,1127,1392,Walker County,68756,30100,GA
1329799999,930,957,1099,1432,1760,Walton County,83768,32435,GA
1329999999,421,514,660,927,930,Ware County,36312,16326,GA
